License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
June 19 2019,S152789,Cricket,Cat,Domestic Shorthair,Mix,98107
June 19 2019,S152790,Luna,Cat,Domestic Longhair,Mix,98117
June 19 2019,S130754,Khing,Cat,Persian,,98125
June 19 2019,S130755,Sammy,Cat,Siamese,,98125
June 19 2019,8009052,Riley,Cat,Domestic Medium Hair,Mix,98106
June 19 2019,8009053,Doolin,Cat,Domestic Shorthair,,98116
June 19 2019,361189,Sunday,Cat,Siamese,,98105
June 19 2019,361247,Earl Grey,Cat,American Shorthair,,98115
June 19 2019,S133907,Dusky,Cat,Domestic Medium Hair,,98115
June 19 2019,8009055,Toto,Cat,Mix,Mix,98102
June 19 2019,8009056,Kira,Cat,Mix,Mix,98102
June 20 2019,444234,Ebony,Cat,Domestic Longhair,,98136
June 20 2019,273967,Maxie,Cat,Domestic Shorthair,,98118
June 20 2019,S129882,Kitty,Cat,Domestic Shorthair,,98118
June 20 2019,282420,Prince,Cat,Domestic Shorthair,,98115
June 20 2019,S132142,Pirate,Cat,Domestic Shorthair,Mix,98117
June 20 2019,S132143,Henri,Cat,Domestic Medium Hair,Mix,98117
June 20 2019,S130756,Sassy,Cat,American Shorthair,,98125
June 20 2019,8009064,Redford,Cat,Domestic Shorthair,Mix,98034
June 20 2019,8009065,Bear,Cat,Mix,Mix,98199
June 20 2019,S133113,Spider,Cat,LaPerm,,98125
June 20 2019,S133114,Edom,Cat,LaPerm,,98125
June 20 2019,S148474,Simon,Cat,Siamese,Mix,98106
June 20 2019,S131819,Willy,Cat,Domestic Shorthair,Mix,98103
June 20 2019,8009066,Tiger,Cat,Domestic Medium Hair,Mix,98102
June 20 2019,8009070,Greyson,Cat,American Shorthair,Mix,98020
June 20 2019,14438,Cosmo,Cat,Domestic Shorthair,,98116
June 20 2019,S150573,Kitty,Cat,Russian Blue,Mix,98118
June 20 2019,8009073,Whipper,Cat,Domestic Shorthair,Mix,98122
June 20 2019,8009074,Cookie,Cat,Domestic Longhair,Mix,98177
June 20 2019,339782,Mysti,Cat,British Shorthair,,98105
June 20 2019,S148477,Gilda,Cat,Domestic Shorthair,Mix,98121
June 20 2019,S148476,Lucinda,Cat,Domestic Shorthair,Mix,98121
June 20 2019,202955,Fetch,Cat,Domestic Shorthair,,98112
June 20 2019,346928,Peekachoo,Cat,Domestic Shorthair,,98117
June 20 2019,346929,Emily,Cat,Domestic Shorthair,,98117
June 20 2019,346853,Khan,Cat,Domestic Medium Hair,,98117
June 20 2019,268221,Mimi,Cat,Domestic Shorthair,,98117
June 20 2019,S129939,Apricot,Cat,Domestic Shorthair,Mix,98117
June 20 2019,S132035,Sugar,Cat,American Shorthair,Persian,98144
June 20 2019,276803,Alive,Cat,Domestic Shorthair,,98118
June 20 2019,340721,Baby,Cat,Domestic Shorthair,,98118
June 20 2019,S134537,Monty,Cat,Domestic Shorthair,Mix,98104
June 20 2019,361225,Cosette,Cat,Domestic Shorthair,,98103
June 20 2019,S135130,male,Cat,Domestic Shorthair,Mix,98106
June 21 2019,347087,Cheeky,Cat,Domestic Shorthair,,98115
June 21 2019,8009098,Chester,Cat,Domestic Medium Hair,,98105
June 21 2019,276714,Mr. T,Cat,Domestic Shorthair,,98107
June 21 2019,8009104,Yasha,Cat,Mix,Mix,98104
June 21 2019,8009112,Lulu,Cat,Mix,Mix,98121
June 21 2019,361102,Oliver,Cat,LaPerm,,98116
June 21 2019,S134547,Aqua Girl,Cat,Domestic Shorthair,Mix,98108
June 21 2019,S131507,Rascal,Cat,Siamese,,98133
June 21 2019,S132354,Yuki,Cat,Japanese Bobtail,,98115
June 21 2019,S150577,Johnny,Cat,Domestic Medium Hair,Mix,98199
June 21 2019,S150578,June,Cat,Domestic Medium Hair,Mix,98199
June 21 2019,8009119,Betty,Cat,Domestic Medium Hair,Mix,98121
June 21 2019,S152796,Neat Joseph,Cat,Domestic Shorthair,Mix,98125
June 21 2019,S152795,Sloppy Joe,Cat,Domestic Shorthair,Mix,98125
June 21 2019,S152797,Ripley,Cat,Domestic Shorthair,Mix,98119
June 21 2019,S114180,Experiment 626 Stitch,Cat,Domestic Shorthair,Mix,98115
June 22 2019,8009123,Tyler,Cat,Domestic Shorthair,Mix,98102
June 22 2019,S130794,Frank,Cat,American Curl,,98118
June 22 2019,349751,Samson,Cat,Domestic Shorthair,Mix,98117
June 22 2019,S141981,Lilo,Cat,Domestic Shorthair,Mix,98115
June 22 2019,S104497,Chester,Cat,Domestic Shorthair,Mix,98126
June 22 2019,273187,Pickle,Cat,Domestic Shorthair,,98107
June 22 2019,S134567,Loki,Cat,Domestic Shorthair,Mix,98122
June 22 2019,276674,Couscous,Cat,LaPerm,,98121
June 22 2019,215279,Louis,Cat,Domestic Shorthair,,98103
June 22 2019,353430,Pho,Cat,Domestic Longhair,Maine Coon,98116
June 22 2019,8009125,Xena,Cat,American Shorthair,Mix,98122
June 22 2019,273582,Moochie,Cat,Domestic Shorthair,,98199
June 22 2019,S147810,Hayden,Cat,Persian,,98116
June 22 2019,346531,Isabel,Cat,Domestic Longhair,,98103
June 22 2019,S132051,Marquis,Cat,Domestic Shorthair,,98122
June 22 2019,S130444,Ralphie,Cat,Birman,,98112
June 22 2019,353449,Sushi,Cat,Domestic Shorthair,,98125
June 22 2019,353481,Beans,Cat,Domestic Shorthair,,98125
June 22 2019,8009132,Della,Cat,Domestic Shorthair,Mix,98116
June 22 2019,8009133,Pony,Cat,Domestic Shorthair,Mix,98116
June 23 2019,444184,Maggie,Cat,Domestic Shorthair,,98199
June 23 2019,444185,Mouse,Cat,Domestic Shorthair,,98199
June 23 2019,8009136,Spencer,Cat,American Shorthair,Mix,98117
June 23 2019,S100902,Robles,Cat,Domestic Shorthair,Mix,98118
June 23 2019,346143,Merry,Cat,Domestic Shorthair,,98144
June 23 2019,347178,Taboo,Cat,Domestic Longhair,,98105
June 23 2019,353238,Kylie,Cat,Ragdoll,,98105
June 23 2019,8009143,Lea,Cat,Domestic Shorthair,,98109
June 23 2019,573588,Max,Cat,Domestic Shorthair,Mix,98102
June 23 2019,353588,Mickey,Cat,American Shorthair,,98102
June 23 2019,433787,Oscar,Cat,Domestic Shorthair,,98102
June 23 2019,285000,Olive,Cat,Domestic Shorthair,Mix,98103
June 23 2019,284999,Rhea,Cat,Domestic Medium Hair,,98103
June 23 2019,S143901,Gabby,Cat,Domestic Shorthair,,98109
June 23 2019,8009145,Muaji,Cat,Domestic Shorthair,Mix,98199
June 23 2019,361384,Eli,Cat,Bengal,Ocicat,98103
June 23 2019,361385,Oskar,Cat,Bengal,Ocicat,98103
June 24 2019,S136866,Astrid,Cat,Domestic Shorthair,Mix,98144
June 24 2019,353233,Dora,Cat,Domestic Medium Hair,,98103
June 24 2019,8009150,Percy,Cat,Domestic Medium Hair,,98199
June 24 2019,8009151,Little John,Cat,Ragdoll,Mix,98103
June 24 2019,8009152,Kitty,Cat,Domestic Medium Hair,Mix,98103
June 24 2019,S130670,Queen Sheba,Cat,Domestic Shorthair,Mix,98119
June 24 2019,8009156,Sophie,Cat,Domestic Shorthair,Mix,98103
June 24 2019,8009157,Olive,Cat,Domestic Shorthair,Mix,98103
June 24 2019,352258,Misty,Cat,Domestic Shorthair,,98117
June 24 2019,S133116,Gage,Cat,Domestic Longhair,,98105
June 24 2019,S135133,Charlie,Cat,Domestic Shorthair,Mix,98115
June 24 2019,273551,Mr. Murphy,Cat,Domestic Shorthair,Mix,98119
June 24 2019,433559,Daisy,Cat,Domestic Shorthair,,98125
June 24 2019,272443,Buster,Cat,Domestic Shorthair,,98125
June 24 2019,8009170,Arius,Cat,Domestic Shorthair,Mix,98126
June 24 2019,S152798,Oliver,Cat,Domestic Shorthair,Mix,98117
June 24 2019,S152799,Pinot,Cat,Domestic Shorthair,Mix,98117
June 24 2019,S152800,Willow,Cat,Domestic Shorthair,Mix,98108
June 24 2019,S152801,Batman,Cat,Domestic Shorthair,Mix,98121
June 24 2019,S152802,Wednesday,Cat,Domestic Shorthair,Mix,98121
June 24 2019,S152803,Mr. Slappy,Cat,Domestic Shorthair,Siamese,98104
June 24 2019,S131102,Venus,Cat,Domestic Shorthair,,98122
June 24 2019,273346,Schmutz,Cat,Domestic Shorthair,,98103
June 24 2019,S133105,Hector,Cat,Ragdoll,,98199
June 25 2019,273469,Max Orca,Cat,Domestic Shorthair,,98116
June 25 2019,282783,Moneypenny,Cat,Domestic Shorthair,,98115
June 25 2019,350247,Daniel,Cat,Domestic Shorthair,,98103
June 25 2019,8007918,Kali,Cat,Domestic Shorthair,,98133
June 25 2019,8009198,Link,Cat,Domestic Shorthair,Mix,98125
June 25 2019,8009199,Leo,Cat,Domestic Shorthair,Mix,98125
June 25 2019,8009200,Jasper,Cat,Domestic Shorthair,Mix,98125
June 25 2019,S130492,Yoshi,Cat,Domestic Medium Hair,Mix,98102
June 25 2019,8009202,Ozzy,Cat,Domestic Medium Hair,Mix,98133
June 25 2019,8009203,Hazelnut,Cat,Domestic Medium Hair,Mix,98133
June 25 2019,S130678,Mitzee,Cat,Domestic Longhair,Mix,98118
June 25 2019,S134566,Joey,Cat,Domestic Shorthair,Mix,98107
June 25 2019,346435,Josie,Cat,Domestic Medium Hair,,98108
June 25 2019,8009212,Siracha,Cat,Domestic Shorthair,Mix,98103
June 25 2019,S120830,Merlin,Cat,American Shorthair,,98112
June 25 2019,S120829,Kiwi,Cat,American Shorthair,,98112
June 25 2019,357565,Pumpkin,Cat,British Shorthair,,98125
June 25 2019,357564,Mulan,Cat,British Shorthair,,98125
June 25 2019,8009214,Blue,Cat,Domestic Shorthair,Mix,98103
June 26 2019,339795,Noodle,Cat,Domestic Shorthair,,98133
June 26 2019,S126318,Murphy,Cat,Domestic Medium Hair,Mix,98112
June 26 2019,273957,Onyx,Cat,LaPerm,,98103
June 26 2019,8009220,Baby,Cat,Domestic Medium Hair,Mix,98371
June 26 2019,277139,Rufus,Cat,Domestic Medium Hair,,98105
June 26 2019,8009222,Svemir,Cat,Ragdoll,,98125
June 26 2019,345758,Osiris,Cat,Domestic Shorthair,,98199
June 26 2019,S147816,Georgia,Cat,Domestic Shorthair,Domestic Shorthair,98125
June 26 2019,S150583,Zero,Cat,Persian,,98106
June 26 2019,8009224,Cheeto,Cat,Domestic Shorthair,Mix,98103
June 26 2019,S145185,Miso,Cat,Domestic Shorthair,,98115
June 26 2019,S145184,Matcha,Cat,Domestic Medium Hair,,98115
June 26 2019,S147817,Riley,Cat,Domestic Shorthair,Mix,98109
June 26 2019,S126332,Monty,Cat,Domestic Shorthair,Mix,98103
June 26 2019,S126333,Lola,Cat,Domestic Shorthair,Mix,98103
June 26 2019,S144455,Mononoke,Cat,Domestic Longhair,,98103
June 26 2019,S144456,Tanz,Cat,Domestic Shorthair,,98103
June 26 2019,276798,Puma,Cat,LaPerm,,98103
June 26 2019,8009231,Maria,Cat,Domestic Shorthair,Mix,98117
June 26 2019,S147818,Miss Kitty,Cat,Domestic Shorthair,,98116
June 26 2019,S152809,Ripley,Cat,Domestic Shorthair,Mix,98107
June 26 2019,8009236,Oliver,Cat,Domestic Shorthair,Mix,98112
June 26 2019,S152810,Conti,Cat,Ragdoll,,98109
June 26 2019,8009238,Seamus Finnigan,Cat,Domestic Shorthair,Mix,98122
June 26 2019,350059,Buster,Cat,Domestic Shorthair,,98115
June 26 2019,8009239,Madonna,Cat,American Shorthair,,98103
June 26 2019,8009240,Bella,Cat,Domestic Shorthair,Mix,98109
June 26 2019,8009241,Fosse,Cat,American Shorthair,Mix,98125
June 27 2019,353119,Finnegan,Cat,Domestic Shorthair,,98103
June 27 2019,S144341,Garfield,Cat,Domestic Medium Hair,,98125
June 27 2019,S133493,Wally,Cat,Domestic Shorthair,Mix,98109
June 27 2019,S102261,Ralphie,Cat,Siamese,Mix,98109
June 27 2019,S133494,Floyd,Cat,Domestic Shorthair,Mix,98109
June 27 2019,S148487,Luna,Cat,Domestic Shorthair,Mix,98103
June 27 2019,349769,Mose,Cat,Domestic Shorthair,,98144
June 27 2019,S134553,Copper (Harriet),Cat,Domestic Shorthair,Mix,98136
June 27 2019,351460,Zoe,Cat,Ragdoll,,98125
June 27 2019,347391,Blaise,Cat,Domestic Medium Hair,,98119
June 27 2019,345808,Eve,Cat,Domestic Shorthair,,98119
June 27 2019,282416,Banjo,Cat,Domestic Shorthair,,98101
June 27 2019,351505,Jazz,Cat,Domestic Shorthair,,98101
June 27 2019,444953,Kalimera,Cat,Domestic Longhair,,98112
June 27 2019,353168,Deidra,Cat,Domestic Medium Hair,,98115
June 27 2019,S130176,Oliver,Cat,Domestic Shorthair,Mix,98105
June 27 2019,276251,Drinda,Cat,Domestic Longhair,,98103
June 27 2019,284580,Picabo,Cat,Domestic Shorthair,,98119
June 27 2019,S116205,Moxie,Cat,Siberian,Norwegian Forest,98112
June 28 2019,S145059,,Cat,Domestic Shorthair,Mix,98122
June 28 2019,8009271,Femme Kitty,Cat,Bombay,Domestic Shorthair,98112
June 28 2019,S116656,Josie,Cat,Domestic Shorthair,,98106
June 28 2019,8009278,Cheeto,Cat,Domestic Shorthair,Mix,98125
June 28 2019,8009279,Emmy,Cat,Domestic Shorthair,Mix,98125
June 28 2019,276597,Chocolate,Cat,Siamese,,98115
June 28 2019,S111752,Mochi,Cat,Domestic Shorthair,,98122
June 28 2019,8009290,Kage,Cat,American Shorthair,Mix,98122
June 28 2019,S150591,Reynoa,Cat,Domestic Medium Hair,Mix,98118
June 28 2019,S150592,Thor,Cat,Domestic Shorthair,Mix,98101
June 28 2019,8009293,Maia,Cat,Domestic Medium Hair,Mix,98115
June 29 2019,S136868,Chevy,Cat,Domestic Shorthair,Mix,98112
June 29 2019,8009296,Simba,Cat,Domestic Shorthair,Mix,98177
June 29 2019,353219,Murlyn,Cat,LaPerm,,98118
June 29 2019,351477,Finn,Cat,Domestic Medium Hair,,98112
June 29 2019,S145364,Frodo,Cat,Domestic Shorthair,,98136
June 29 2019,353397,Jax,Cat,Domestic Shorthair,Mix,98107
June 29 2019,353398,Elvira,Cat,Domestic Medium Hair,Mix,98107
June 29 2019,273323,Dezmond,Cat,Domestic Shorthair,,98109
June 29 2019,273324,Mina,Cat,Domestic Shorthair,,98109
June 29 2019,S150593,Poppy,Cat,Domestic Shorthair,Mix,98107
June 29 2019,S150594,Honey,Cat,Domestic Shorthair,Mix,98105
June 29 2019,349776,Baxter,Cat,Domestic Medium Hair,,98199
June 29 2019,S151506,Felix,Cat,Domestic Medium Hair,Mix,98117
June 29 2019,S151509,Chins,Cat,Domestic Medium Hair,Mix,98119
June 29 2019,282443,Lollipop,Cat,Domestic Shorthair,,98125
June 29 2019,361113,Uma,Cat,Persian,,98103
June 29 2019,361112,Elvis,Cat,Persian,,98103
June 29 2019,8009306,Pa'pish,Cat,Domestic Shorthair,Mix,98103
June 29 2019,S143619,Louis,Cat,Domestic Shorthair,,98101
June 29 2019,S144496,Atticus,Cat,Domestic Shorthair,,98117
June 29 2019,S144497,Amelie,Cat,Domestic Medium Hair,Maine Coon,98117
June 30 2019,S136872,Margeret,Cat,Domestic Medium Hair,Mix,98125
June 30 2019,347468,Shadow,Cat,Domestic Shorthair,,98125
June 30 2019,S144044,Maia,Cat,Domestic Medium Hair,,98102
June 30 2019,346768,Cricket,Cat,LaPerm,,98116
June 30 2019,S151511,Hobbes,Cat,Domestic Shorthair,Mix,98112
June 30 2019,S151513,Michael,Cat,Domestic Shorthair,Mix,98117
June 30 2019,S151512,Janet,Cat,Domestic Shorthair,Mix,98117
June 30 2019,277128,Melvin,Cat,Siamese,,98118
June 30 2019,277130,Eleanor,Cat,Domestic Shorthair,,98118
June 30 2019,S133165,Corbyn,Cat,Domestic Shorthair,,98112
June 30 2019,S147819,Spitz,Cat,Domestic Shorthair,Mix,98109
June 30 2019,S151518,Pierre,Cat,Domestic Medium Hair,Mix,98103
June 30 2019,S151520,Toe-b,Cat,Domestic Shorthair,,98103
June 30 2019,8009328,Nala,Cat,Domestic Medium Hair,Mix,98126
June 30 2019,S130178,Jacob,Cat,Domestic Shorthair,Mix,98107
June 30 2019,273110,Kato,Cat,Domestic Shorthair,,98107
June 30 2019,S130594,Mochi,Cat,Siamese,Domestic Longhair,98136
June 30 2019,S130485,Poppy,Cat,Domestic Medium Hair,Mix,98119
June 30 2019,350046,Lucy Beckham,Cat,Domestic Shorthair,,98178
June 30 2019,350047,Melvin Mingus,Cat,Domestic Longhair,,98178
June 30 2019,S126649,Bruce Wayne,Cat,Domestic Shorthair,Mix,98125
June 30 2019,S126642,Tiger Lily,Cat,Domestic Shorthair,Mix,98125
June 30 2019,349834,Sammie,Cat,Domestic Shorthair,Mix,98117
July 01 2019,353393,Seamus,Cat,Domestic Shorthair,Mix,98125
July 01 2019,430639,Elephant,Cat,Domestic Medium Hair,,98116
July 01 2019,349868,Neva,Cat,Siamese,Mix,98146
July 01 2019,8009338,Knives Chau,Cat,Domestic Shorthair,Mix,98102
July 01 2019,8009342,Ginger,Cat,Domestic Medium Hair,Mix,98144
July 01 2019,S134580,Frank Catstanza,Cat,Domestic Shorthair,Mix,98103
July 01 2019,360165,Jinkx,Cat,Domestic Shorthair,,98105
July 01 2019,350566,Sasha,Cat,Siamese,Mix,98115
July 01 2019,S114099,Lennox,Cat,Domestic Medium Hair,Mix,98103
July 01 2019,S114100,Leo,Cat,Domestic Medium Hair,Mix,98103
July 01 2019,8009350,Kratos,Cat,American Shorthair,Mix,98199
July 01 2019,277114,Spider Baby,Cat,Domestic Shorthair,,98102
July 01 2019,S144037,Cora,Cat,Domestic Shorthair,,98109
July 01 2019,8009354,Huckleberry,Cat,Domestic Medium Hair,Domestic Medium Hair,98109
July 01 2019,8009357,Padme: Calico Tricolor white belly,Cat,Domestic Shorthair,Mix,98136
July 01 2019,573995,Oliver (Green eyed tabby),Cat,Maine Coon,Domestic Longhair,98136
July 01 2019,18799,Dolce - blind with orange tail,Cat,Domestic Shorthair,,98136
July 01 2019,S131433,Stella Tabby,Cat,Domestic Shorthair,Mix,98136
July 01 2019,S131434,Bart (lean Tabby cat),Cat,Domestic Shorthair,Domestic Shorthair,98136
July 02 2019,S136873,Twilight,Cat,Siamese,Mix,98109
July 02 2019,8009360,Louie,Cat,Domestic Shorthair,Mix,98117
July 02 2019,8009361,Georgie,Cat,Domestic Shorthair,Mix,98117
July 02 2019,8009362,Rocky,Cat,Domestic Shorthair,,98107
July 02 2019,S130360,Mildred,Cat,Domestic Shorthair,Mix,98112
July 02 2019,353391,Mochi,Cat,Domestic Shorthair,Mix,98106
July 02 2019,8009375,Maeby,Cat,Domestic Shorthair,Mix,98115
July 02 2019,896721,Tulla,Cat,Domestic Shorthair,,98107
July 02 2019,S131025,Hera,Cat,Domestic Shorthair,Mix,98118
July 02 2019,346530,Louis,Cat,Domestic Shorthair,Mix,98118
July 02 2019,351276,Rigel,Cat,Birman,Himalayan,98115
July 02 2019,350073,Kobuk,Cat,Domestic Longhair,,98115
July 03 2019,S136874,Iris,Cat,Domestic Shorthair,Mix,98103
July 03 2019,S136875,Abby,Cat,Domestic Shorthair,Mix,98103
July 03 2019,353020,Futon,Cat,Domestic Shorthair,,98112
July 03 2019,272705,Misty,Cat,Domestic Shorthair,,98115
July 03 2019,272704,Neo,Cat,Domestic Shorthair,,98115
July 03 2019,276834,Smalls,Cat,Domestic Shorthair,,98115
July 03 2019,28931,KitKat,Cat,Domestic Shorthair,,98109
July 03 2019,S144879,Opal,Cat,Domestic Shorthair,Mix,98104
July 03 2019,S144880,Penny,Cat,Domestic Shorthair,Mix,98104
July 03 2019,8009386,Chiyo,Cat,Mix,Mix,98105
July 03 2019,S151525,Finnegan,Cat,Domestic Shorthair,Mix,98136
July 03 2019,347548,Tiki,Cat,Siamese,,98133
July 03 2019,347549,Buffy,Cat,Siamese,,98133
July 03 2019,S148497,Henry,Cat,Domestic Shorthair,Mix,98107
July 03 2019,S148496,Matteo,Cat,Domestic Shorthair,Mix,98107
July 03 2019,345206,Wesley,Cat,Domestic Medium Hair,,98117
July 03 2019,140461,Violet,Cat,Domestic Shorthair,,98102
July 03 2019,S152824,Mr Lover Lover,Cat,Domestic Shorthair,Mix,98104
July 03 2019,S152825,Derek,Cat,Domestic Medium Hair,Mix,98103
July 03 2019,S152826,Hansel,Cat,Domestic Medium Hair,Mix,98103
July 03 2019,S152827,Lancelot,Cat,Domestic Longhair,Mix,98117
July 03 2019,S152828,Leo,Cat,Domestic Shorthair,Mix,98103
July 03 2019,8009407,Nibbles,Cat,Domestic Shorthair,Mix,98105
July 03 2019,8009411,Buttons,Cat,Domestic Shorthair,Mix,98109
July 04 2019,8009414,Peaches,Cat,Domestic Shorthair,Mix,98126
July 04 2019,8009415,Papaya,Cat,Domestic Shorthair,Mix,98126
July 04 2019,209285,Daisy,Cat,Domestic Shorthair,,98117
July 04 2019,350199,Ashley,Cat,Domestic Shorthair,,98112
July 05 2019,S113402,Mister BAnks,Cat,Persian,,98136
July 05 2019,8009429,Nox Stuart,Cat,Domestic Shorthair,Mix,98101
July 05 2019,731267,Lionel,Cat,Domestic Medium Hair,,98103
July 05 2019,S132364,Ollie,Cat,American Shorthair,,98103
July 05 2019,S131428,Rosie,Cat,Domestic Shorthair,Mix,98116
July 05 2019,S145395,Morty,Cat,Domestic Shorthair,,98117
July 05 2019,S146177,Howie,Cat,Domestic Shorthair,Mix,98115
July 05 2019,353596,Mimi,Cat,Domestic Shorthair,,98146
July 05 2019,353595,Katya,Cat,Domestic Shorthair,,98146
July 05 2019,S150599,Jon Snow,Cat,Domestic Medium Hair,Mix,98166
July 05 2019,S150602,Meat Monster,Cat,Domestic Shorthair,Mix,98121
July 05 2019,S150603,The Bug,Cat,Domestic Shorthair,Mix,98121
July 05 2019,733082,Max,Cat,Domestic Shorthair,,98125
July 05 2019,732095,Tobias,Cat,Domestic Shorthair,Mix,98102
July 05 2019,732094,Phillip,Cat,Domestic Shorthair,Mix,98102
July 05 2019,S131981,Buddy,Cat,Domestic Longhair,Mix,98178
July 05 2019,S131980,Missy,Cat,Domestic Longhair,Mix,98178
July 05 2019,S131745,Lillie,Cat,Domestic Shorthair,Mix,98117
July 05 2019,S131744,Mrs. Peel,Cat,Domestic Shorthair,Mix,98117
July 05 2019,S131746,Knut,Cat,Domestic Shorthair,Mix,98117
July 05 2019,434328,Max,Cat,Domestic Shorthair,,98125
July 05 2019,353504,Shadow,Cat,LaPerm,,98125
July 05 2019,S131432,Barnaby,Cat,Persian,Mix,98199
July 05 2019,731268,Pepper,Cat,Domestic Shorthair,,98102
July 05 2019,S150604,SAMUELL,Cat,Domestic Medium Hair,Mix,98122
July 05 2019,142900,Hunter,Cat,Domestic Shorthair,,98133
July 05 2019,434446,Max,Cat,Domestic Medium Hair,,98117
July 05 2019,S124843,Molly,Cat,Domestic Medium Hair,Mix,98118
July 06 2019,S144892,grey,Cat,Domestic Shorthair,Mix,98122
July 06 2019,S144893,b/w,Cat,Domestic Shorthair,Mix,98122
July 06 2019,S145668,Salem,Cat,Bombay,,98112
July 06 2019,S145667,Herman,Cat,Domestic Longhair,,98112
July 06 2019,8009458,Rosey,Cat,LaPerm,,98136
July 06 2019,8009459,Plum,Cat,Siamese,Mix,98118
July 06 2019,433635,Gus,Cat,Domestic Longhair,,98115
July 06 2019,730996,Gozo,Cat,Domestic Shorthair,Domestic Shorthair,98122
July 06 2019,282617,Henry,Cat,Domestic Shorthair,,98118
July 06 2019,443838,Azula,Cat,Domestic Shorthair,,98125
July 06 2019,S132651,Edgar,Cat,Domestic Medium Hair,Mix,98118
July 06 2019,8009464,Léon,Cat,Domestic Shorthair,,98133
July 06 2019,8009465,Leo,Cat,Domestic Shorthair,,98133
July 06 2019,S150605,Clara,Cat,Domestic Shorthair,Mix,98119
July 06 2019,S147820,Lea,Cat,Domestic Medium Hair,Mix,98106
July 06 2019,8009469,Bailey,Cat,American Shorthair,Mix,98117
July 06 2019,S126397,Cooper,Cat,Domestic Shorthair,Mix,98146
July 06 2019,S147822,Wrigley,Cat,Domestic Shorthair,Mix,98117
July 06 2019,S147823,Theon,Cat,Domestic Shorthair,Mix,98105
July 06 2019,S147302,Ella,Cat,Domestic Shorthair,,98103
July 06 2019,S147301,Duke,Cat,Domestic Medium Hair,,98103
July 06 2019,S147824,,Cat,Domestic Shorthair,Mix,98104
July 06 2019,S131567,Thor,Cat,Maine Coon,Mix,98122
July 06 2019,S144503,Sophie,Cat,Domestic Shorthair,Mix,98118
July 06 2019,S144504,Fig,Cat,Domestic Shorthair,Mix,98118
July 06 2019,S150606,Ruth,Cat,Domestic Shorthair,Mix,98107
July 06 2019,S150608,Shelby,Cat,Domestic Medium Hair,Mix,98133
July 06 2019,8009472,Murray,Cat,Siamese,Mix,98109
July 06 2019,S147826,Misty,Cat,Domestic Shorthair,Mix,98112
July 06 2019,S147827,Qeb,Cat,Domestic Shorthair,Mix,98112
July 06 2019,S103348,Dezi Liu,Cat,Domestic Longhair,Maine Coon,98115
July 06 2019,428922,Carlos,Cat,Domestic Shorthair,,98119
July 06 2019,724291,Easton,Cat,Domestic Shorthair,,98112
July 06 2019,724292,Edsel,Cat,Domestic Shorthair,,98112
July 06 2019,8009475,Miniko,Cat,Domestic Shorthair,Mix,98117
July 06 2019,8009476,Marmoset,Cat,Domestic Shorthair,Mix,98117
July 06 2019,S145012,Falkor,Cat,Domestic Medium Hair,Mix,98199
July 06 2019,S145666,Meerkat,Cat,Domestic Shorthair,,98115
July 06 2019,8009480,Roger,Cat,Domestic Shorthair,Mix,98103
July 06 2019,S133388,Max,Cat,American Shorthair,,98115
July 06 2019,S132358,Kapa,Cat,Domestic Medium Hair,,98133
July 06 2019,S134518,Nutello,Cat,Siamese,Mix,98122
July 06 2019,731595,Maggie,Cat,Domestic Shorthair,,98109
July 07 2019,S136877,Stuart,Cat,Domestic Shorthair,Mix,98133
July 07 2019,S147520,Star,Cat,Domestic Longhair,,98122
July 07 2019,351215,Moya,Cat,LaPerm,,98117
July 07 2019,445247,Bohannon,Cat,LaPerm,,98117
July 07 2019,S144777,Quentin,Cat,Domestic Shorthair,,98117
July 07 2019,433891,Edward,Cat,Domestic Shorthair,,98177
July 07 2019,8009487,Mitzie,Cat,Domestic Shorthair,,98121
July 07 2019,S132829,Sophie,Cat,Domestic Medium Hair,,98121
July 07 2019,428618,Fido,Cat,Domestic Longhair,,98117
July 07 2019,8009490,Baker,Cat,Bombay,Mix,98126
July 07 2019,8009491,Miso,Cat,Maine Coon,Mix,98126
July 07 2019,434995,Frankie,Cat,Domestic Shorthair,Mix,98122
July 07 2019,S145672,Ollie,Cat,Domestic Medium Hair,Russian Blue,98107
July 07 2019,S145673,Stella,Cat,Maine Coon,Norwegian Forest,98107
July 07 2019,430761,Gusty,Cat,Domestic Shorthair,,98107
July 07 2019,S147830,Kiki,Cat,Domestic Shorthair,Mix,98115
July 07 2019,268426,Pumpkin,Cat,Domestic Shorthair,,98122
July 07 2019,434819,Diamond,Cat,Domestic Shorthair,,98115
July 07 2019,434808,Ruby,Cat,Domestic Shorthair,,98115
July 07 2019,434811,Sapphire,Cat,Domestic Shorthair,,98115
July 07 2019,434826,Katrina,Cat,Domestic Longhair,,98115
July 07 2019,S144512,Babri,Cat,Domestic Shorthair,Mix,98103
July 07 2019,8009503,Cricket Roberts,Cat,Domestic Shorthair,Mix,98115
July 07 2019,434313,Kurdt,Cat,Domestic Shorthair,,98106
July 07 2019,434316,Monkey,Cat,Domestic Shorthair,,98106
July 07 2019,337493,Tabby,Cat,Domestic Shorthair,,98103
July 07 2019,337492,Beezus,Cat,Domestic Shorthair,,98103
July 08 2019,S126422,Sake,Cat,Domestic Shorthair,Mix,98112
July 08 2019,434956,Bloom,Cat,Domestic Shorthair,,98103
