License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
July 08 2019,434206,Sadie,Cat,Domestic Shorthair,,98102
July 08 2019,8009511,Duchess,Cat,Domestic Shorthair,Mix,98109
July 08 2019,8009513,Theo,Cat,Domestic Shorthair,Mix,98122
July 08 2019,350462,Jones,Cat,American Shorthair,,98119
July 08 2019,350459,Smith,Cat,American Shorthair,,98119
July 08 2019,8009522,Angiru Stinson,Cat,Domestic Longhair,Mix,98115
July 08 2019,430366,Nice,Cat,Domestic Shorthair,,98115
July 08 2019,S147017,Tom,Cat,Domestic Shorthair,,98119
July 08 2019,346384,Maggie,Cat,Domestic Shorthair,,98199
July 08 2019,443639,Frenzy,Cat,Domestic Shorthair,,98118
July 08 2019,S132852,Kitty,Cat,American Shorthair,,98103
July 08 2019,434357,Pip,Cat,Domestic Medium Hair,,98177
July 08 2019,430894,Jijikai,Cat,Domestic Shorthair,,98107
July 08 2019,430892,Cedar,Cat,Domestic Shorthair,,98107
July 08 2019,S147832,Monkey,Cat,Domestic Medium Hair,Mix,98103
July 08 2019,8009535,Bear,Cat,Ragdoll,,98103
July 08 2019,S147456,Luna Elizabeth,Cat,Maine Coon,,98122
July 08 2019,S147803,Kitten,Cat,American Shorthair,,98126
July 08 2019,S126603,Oso,Cat,Domestic Shorthair,Mix,98115
July 08 2019,S126602,Zorro,Cat,Domestic Shorthair,Mix,98115
July 08 2019,8009536,Mochi,Cat,Domestic Shorthair,Mix,98107
July 08 2019,8009537,Remy,Cat,Domestic Shorthair,Mix,98107
July 08 2019,443711,Salvador,Cat,Domestic Shorthair,,98144
July 08 2019,S134508,Ziggy Philly Fry,Cat,Domestic Shorthair,Mix,98125
July 08 2019,S132266,Detective O'Halvey,Cat,American Shorthair,,98125
July 08 2019,433579,Moasi,Cat,Siamese,,98117
July 08 2019,S101788,Artemis,Cat,Domestic Shorthair,Mix,98116
July 08 2019,S130393,Stella,Cat,Domestic Shorthair,Mix,98012
July 08 2019,S147159,Cici,Cat,Domestic Shorthair,,98103
July 08 2019,S147160,Tonka,Cat,Domestic Shorthair,,98103
July 08 2019,434479,Mariah,Cat,Domestic Shorthair,,98103
July 08 2019,441352,Abbey,Cat,Domestic Shorthair,,98115
July 08 2019,S102914,Abigail,Cat,Domestic Medium Hair,Siamese,98136
July 08 2019,S135161,Kala,Cat,Domestic Shorthair,Mix,98125
July 08 2019,S135160,Karli,Cat,Domestic Shorthair,Mix,98125
July 08 2019,S132600,Scholesy,Cat,Maine Coon,Mix,98103
July 08 2019,S132599,Giggsy,Cat,Domestic Medium Hair,Mix,98103
July 08 2019,S126419,Andy,Cat,Domestic Shorthair,Mix,98116
July 08 2019,S126420,Hamish,Cat,Domestic Shorthair,Mix,98116
July 09 2019,434129,Cairo,Cat,American Shorthair,,98117
July 09 2019,8009557,Raymond,Cat,Domestic Medium Hair,,98118
July 09 2019,427624,Riley,Cat,Domestic Shorthair,,98146
July 09 2019,S147130,Ringo,Cat,Domestic Shorthair,Mix,98104
July 09 2019,S134557,Shadow,Cat,Domestic Shorthair,Mix,98117
July 09 2019,S134556,Panther,Cat,Domestic Shorthair,Mix,98117
July 09 2019,S134559,Mighty,Cat,Domestic Shorthair,Mix,98117
July 09 2019,444513,,Cat,Domestic Shorthair,,98133
July 09 2019,S142796,Paul,Cat,Domestic Shorthair,Mix,98115
July 09 2019,S142800,Lacie,Cat,Domestic Shorthair,Mix,98144
July 09 2019,353476,Mixi,Cat,Domestic Longhair,,98117
July 09 2019,S151528,Yumi,Cat,Domestic Shorthair,Mix,98107
July 09 2019,S151529,Paco Yunque,Cat,Domestic Shorthair,Mix,98107
July 09 2019,S131986,Nacho,Cat,Domestic Shorthair,Mix,98126
July 09 2019,433640,Goose,Cat,Domestic Shorthair,"Retriever, Labrador",98133
July 09 2019,S117776,Jack,Cat,Domestic Shorthair,Mix,98133
July 09 2019,429649,Charlotte,Cat,Domestic Shorthair,,98115
July 09 2019,731240,Oscar Wild,Cat,Domestic Longhair,,98102
July 09 2019,352205,Quincy,Cat,Domestic Medium Hair,,98117
July 09 2019,352261,Lisha,Cat,LaPerm,,98117
July 09 2019,361065,Benjamin,Cat,Domestic Shorthair,,98117
July 09 2019,731383,Bemo,Cat,Domestic Shorthair,,98125
July 09 2019,8009565,Luna,Cat,Domestic Shorthair,Mix,98106
July 09 2019,8009566,Pepe,Cat,Maine Coon,Mix,98115
July 09 2019,S153132,Wally,Cat,Domestic Shorthair,Mix,98125
July 09 2019,8009567,Tigalou,Cat,Maine Coon,Mix,98125
July 09 2019,S133141,Biskuvi,Cat,Turkish Van,,98102
July 09 2019,360157,Bella Charlie,Cat,Domestic Shorthair,,98117
July 09 2019,S131601,Freyja,Cat,Domestic Shorthair,Mix,98106
July 09 2019,S151533,Charlie,Cat,Domestic Shorthair,Mix,98112
July 09 2019,832735,Winslow Louise,Cat,Domestic Shorthair,Mix,98122
July 09 2019,832736,Wallingford Michigan,Cat,Domestic Medium Hair,Mix,98122
July 09 2019,S116796,Dolly,Cat,Siamese,,98107
July 09 2019,434484,Mayo,Cat,Domestic Medium Hair,,98112
July 09 2019,140134,Pixie,Cat,Balinese,Siamese,98112
July 09 2019,8009574,Coalie,Cat,Russian Blue,,98115
July 09 2019,S112676,Ouzo,Cat,Domestic Shorthair,Mix,98102
July 09 2019,S132483,Pericles,Cat,Domestic Medium Hair,,98102
July 09 2019,269275,Lucio,Cat,Domestic Shorthair,,98177
July 09 2019,8009582,Lucas,Cat,Ragdoll,,98107
July 10 2019,434844,Misty,Cat,Domestic Shorthair,,98116
July 10 2019,S100207,Skylar,Cat,Siamese,Mix,98122
July 10 2019,S101195,Rocky,Cat,Domestic Shorthair,Mix,98144
July 10 2019,S109192,Harry,Cat,Domestic Shorthair,,98103
July 10 2019,8009586,Lily,Cat,Domestic Shorthair,Mix,98103
July 10 2019,S100013,Jewel,Cat,Siamese,Mix,98117
July 10 2019,430585,Koji,Cat,Domestic Shorthair,,98122
July 10 2019,430455,Illy,Cat,Domestic Shorthair,Mix,98122
July 10 2019,430456,Tully,Cat,Domestic Medium Hair,Mix,98122
July 10 2019,8009591,Navi,Cat,Domestic Shorthair,Mix,98118
July 10 2019,S147834,Peanut,Cat,Domestic Longhair,Maine Coon,98122
July 10 2019,433649,Tiger Pham,Cat,Domestic Shorthair,,98108
July 10 2019,S133908,Jasmine,Cat,Domestic Shorthair,,98103
July 10 2019,422991,Kori Girl,Cat,Domestic Longhair,,98106
July 10 2019,8009601,Felix,Cat,Domestic Shorthair,Mix,98104
July 10 2019,8009602,Luna,Cat,Domestic Shorthair,Mix,98104
July 10 2019,S150611,Kitty,Cat,Domestic Medium Hair,Mix,98125
July 10 2019,433328,Tux,Cat,Domestic Shorthair,,98199
July 10 2019,S150613,Veto,Cat,Domestic Shorthair,Mix,76164
July 10 2019,S150612,Poet,Cat,Domestic Shorthair,Mix,76164
July 10 2019,444244,NEMO,Cat,Domestic Medium Hair,,98108
July 10 2019,434494,Sofie,Cat,Siamese,,98116
July 10 2019,S132549,Betty,Cat,Domestic Shorthair,,98107
July 10 2019,S152834,Lola,Cat,Domestic Longhair,Manx,98118
July 10 2019,S109039,Itsy,Cat,American Shorthair,,98118
July 10 2019,S109037,Maggie,Cat,American Shorthair,,98118
July 10 2019,S152835,Dora,Cat,Domestic Shorthair,Mix,98125
July 11 2019,S132723,Maybelle,Cat,American Shorthair,,98122
July 11 2019,S132722,Cutty Sark,Cat,Scottish Fold,,98122
July 11 2019,8009616,Bo,Cat,Domestic Medium Hair,Mix,27601
July 11 2019,8009620,Frank,Cat,Russian Blue,Mix,98115
July 11 2019,8009621,Zombo,Cat,Domestic Shorthair,Mix,98115
July 11 2019,430872,Chloe,Cat,LaPerm,,98133
July 11 2019,112915,,Cat,Domestic Medium Hair,,98105
July 11 2019,433080,Winston,Cat,Domestic Longhair,,98133
July 11 2019,349762,Wild Willie Wallace,Cat,Domestic Shorthair,,98105
July 11 2019,433681,Samantha,Cat,Domestic Shorthair,,98105
July 11 2019,445152,Sabrina,Cat,Domestic Medium Hair,,98146
July 11 2019,S132663,Gunner,Cat,Domestic Shorthair,Mix,98121
July 11 2019,S148502,Winnie,Cat,Domestic Shorthair,Mix,98136
July 11 2019,434459,Mish,Cat,Domestic Shorthair,,98103
July 11 2019,8009632,Felix,Cat,Domestic Shorthair,Mix,98115
July 11 2019,8009633,Luna,Cat,Domestic Shorthair,Mix,98115
July 11 2019,434482,Heather,Cat,Domestic Shorthair,,98103
July 11 2019,S148503,Zangeif,Cat,Domestic Shorthair,Mix,98115
July 11 2019,S142578,Fairy,Cat,Domestic Shorthair,Mix,98106
July 11 2019,S142577,Clover,Cat,Domestic Shorthair,Mix,98106
July 11 2019,8009635,Blue,Cat,Domestic Shorthair,Mix,98106
July 11 2019,433963,Holmes,Cat,Domestic Shorthair,,98119
July 11 2019,433949,Nickerson,Cat,Domestic Shorthair,,98119
July 11 2019,346553,Jessie,Cat,Domestic Medium Hair,,98199
July 11 2019,268940,Emmie,Cat,Domestic Shorthair,,98199
July 11 2019,433694,Cleocatra,Cat,Domestic Shorthair,,98119
July 11 2019,433695,Jaws,Cat,Domestic Shorthair,,98119
July 11 2019,S131947,Alvina,Cat,Domestic Shorthair,,98117
July 11 2019,443638,Dewie,Cat,Birman,,98109
July 11 2019,S148501,Abbey,Cat,Domestic Longhair,Mix,98507
July 11 2019,S144889,,Cat,Domestic Shorthair,Mix,98119
July 11 2019,8009638,Toshi,Cat,Bengal,,98116
July 11 2019,S123998,Leonidas,Cat,Domestic Shorthair,,98103
July 11 2019,434720,Poppy,Cat,Domestic Shorthair,,98107
July 11 2019,S112849,Boo,Cat,Domestic Shorthair,Mix,98116
July 11 2019,S112850,Vinnie,Cat,Domestic Medium Hair,Mix,98116
July 11 2019,8009643,Ruby,Cat,Sphynx,,98118
July 11 2019,8009644,Kyoger Mistofelles,Cat,Sphynx,,98118
July 11 2019,8009646,Zippy,Cat,Mix,Mix,98116
July 11 2019,8009647,Tango,Cat,Domestic Medium Hair,Mix,98116
July 11 2019,434318,Phinius,Cat,Siamese,,98115
July 11 2019,8009649,Maypo,Cat,Domestic Medium Hair,Mix,98115
July 12 2019,8009652,Edward,Cat,Siberian,Mix,98122
July 12 2019,8009653,Cougar,Cat,Domestic Shorthair,Mix,98122
July 12 2019,434324,Punkin,Cat,Domestic Shorthair,Mix,98144
July 12 2019,S145211,Oreo,Cat,Domestic Shorthair,,98115
July 12 2019,433899,Rocky,Cat,Domestic Shorthair,,98115
July 12 2019,8009657,Tuna,Cat,American Shorthair,Mix,98104
July 12 2019,8009660,Jafar,Cat,Domestic Shorthair,Mix,98146
July 12 2019,S101598,Finn,Goat,Miniature,Miniature,98178
July 12 2019,S101599,Mollie,Goat,Miniature,Miniature,98178
July 12 2019,434703,Rin,Cat,Domestic Shorthair,,98125
July 12 2019,S135787,Cali,Cat,Domestic Shorthair,,98144
July 12 2019,S146180,Gracie,Cat,Domestic Medium Hair,Mix,98199
July 12 2019,8009667,Sesear,Cat,Mix,Mix,98108
July 12 2019,434805,Napkins,Cat,Siamese,,98117
July 12 2019,S131664,Painter,Cat,Domestic Shorthair,Mix,98112
July 12 2019,8009676,Pyewacket,Cat,Domestic Longhair,Mix,98117
July 12 2019,8009678,Lucy,Cat,Domestic Longhair,Mix,98103
July 12 2019,S150617,Eugene,Cat,Domestic Shorthair,Mix,98125
July 12 2019,S150618,Parker Posey,Cat,Domestic Shorthair,Mix,98125
July 12 2019,S152842,Louie,Cat,Domestic Shorthair,Mix,98109
July 12 2019,S117234,"Josephine ""Phina""",Cat,Domestic Medium Hair,Mix,98125
July 12 2019,353573,Sammie,Cat,Domestic Shorthair,,98126
July 12 2019,353572,Bo,Cat,Domestic Shorthair,,98126
July 12 2019,353574,Torch,Cat,Domestic Medium Hair,,98126
July 12 2019,353589,Frodo,Cat,Domestic Shorthair,,98133
July 13 2019,8009686,Juniper,Cat,Domestic Shorthair,Mix,98103
July 13 2019,8009688,Thomas,Cat,Domestic Shorthair,Mix,98106
July 13 2019,8009689,Gary,Cat,Domestic Shorthair,Mix,98106
July 13 2019,8009691,Asgard,Cat,Maine Coon,,98119
July 13 2019,340083,Kirby,Cat,Domestic Shorthair,,98199
July 13 2019,434832,Yuki,Cat,Domestic Shorthair,,98125
July 13 2019,733464,Grace,Cat,Domestic Medium Hair,,98106
July 13 2019,732088,Blue,Cat,Siamese,Mix,98103
July 13 2019,S145921,Shadow,Cat,American Shorthair,Mix,
July 13 2019,S131437,Samantha,Cat,Domestic Shorthair,Mix,98199
July 13 2019,S131438,Isabella,Cat,Domestic Shorthair,Mix,98199
July 13 2019,344430,Gracie,Cat,Domestic Shorthair,,98118
July 13 2019,S148505,Lia,Cat,Domestic Shorthair,Mix,98103
July 13 2019,S148506,Muffin,Cat,Domestic Longhair,Mix,98105
July 13 2019,S151534,Mittens,Cat,Domestic Shorthair,,98109
July 13 2019,S151535,Toasty,Cat,Domestic Shorthair,,98109
July 13 2019,S151536,Dagney,Cat,Domestic Shorthair,Mix,98102
July 13 2019,8009701,Fiona,Cat,American Shorthair,,98107
July 13 2019,430048,Nicobar,Cat,Bengal,,98122
July 13 2019,8009702,Crighton,Cat,Domestic Longhair,Mix,98118
July 13 2019,8009703,Jothee,Cat,American Shorthair,Mix,98118
July 14 2019,8009710,Nala,Cat,Somali,,98109
July 14 2019,S131479,Pepper,Cat,Domestic Shorthair,Mix,98199
July 14 2019,434303,Lucy,Cat,Domestic Longhair,,98107
July 14 2019,S133157,Edith,Cat,Domestic Shorthair,,98105
July 14 2019,S116272,Barristan,Cat,Domestic Shorthair,,98122
July 14 2019,S144211,Jade,Cat,Domestic Shorthair,,98109
July 14 2019,S151537,Rufus,Cat,Domestic Medium Hair,Mix,98103
July 14 2019,S151538,Kyle,Cat,Domestic Shorthair,Mix,98103
July 14 2019,S151539,Puddin,Cat,Domestic Shorthair,Mix,98117
July 14 2019,444345,Pippin,Cat,Domestic Medium Hair,Mix,98117
July 14 2019,S147838,Gabrielle,Cat,Domestic Shorthair,Mix,98109
July 14 2019,S147837,Xena,Cat,Domestic Shorthair,Mix,98109
July 14 2019,8009718,Coda,Cat,Domestic Shorthair,Mix,98102
July 14 2019,351035,Oscar,Cat,Domestic Shorthair,,98108
July 14 2019,S134504,Elsie,Cat,Domestic Shorthair,Mix,98119
July 14 2019,8009720,Theo,Cat,Domestic Shorthair,,98101
July 14 2019,S147840,Dinosaur,Cat,Domestic Shorthair,Mix,98107
July 14 2019,353518,Henry,Cat,Domestic Shorthair,,98104
July 14 2019,434563,Iris,Cat,Domestic Medium Hair,,98117
July 14 2019,S131100,Expo,Cat,Domestic Shorthair,Mix,98102
July 14 2019,428605,Sophia,Cat,Domestic Shorthair,,98133
July 15 2019,443864,Gus,Cat,Domestic Shorthair,,98118
July 15 2019,S126384,Rocket Man,Cat,Domestic Shorthair,Mix,98122
July 15 2019,429217,Wingnut,Cat,Domestic Shorthair,,98115
July 15 2019,S117356,Buddy,Cat,Domestic Longhair,Mix,98103
July 15 2019,8009734,Mr. Grubba,Cat,Domestic Longhair,Mix,98109
July 15 2019,430309,Sparks,Cat,Domestic Longhair,Mix,98125
July 15 2019,S129693,Kesey,Cat,Domestic Shorthair,,98115
July 15 2019,S144753,Bombay,Cat,Bombay,,98121
July 15 2019,S142148,Pix,Cat,American Shorthair,,98109
July 15 2019,430665,Ingrid,Cat,Domestic Shorthair,,98117
July 15 2019,8009748,Matilda,Cat,Domestic Shorthair,Mix,98125
July 15 2019,8009749,Ramsey,Cat,Domestic Medium Hair,Mix,98125
July 15 2019,8009752,Sophia,Cat,Burmese,,98101
July 15 2019,351042,Bob,Cat,Domestic Medium Hair,,98115
July 15 2019,351037,Mitsy,Cat,Domestic Medium Hair,,98115
July 15 2019,8009754,Hanabi,Cat,Domestic Medium Hair,Mix,98109
July 15 2019,8009755,Kagami,Cat,Domestic Shorthair,Mix,98109
July 15 2019,S145383,Theodore,Cat,Domestic Longhair,,98117
July 15 2019,353505,Ming,Cat,Siamese,Manx,98115
July 15 2019,832748,Rafiki,Cat,Maine Coon,Mix,98106
July 15 2019,434439,Bambi,Cat,Domestic Shorthair,,98126
July 15 2019,434440,Flower,Cat,Domestic Medium Hair,,98126
July 15 2019,8009759,Chui,Cat,Domestic Shorthair,Mix,98106
July 16 2019,433088,Jane,Cat,Domestic Shorthair,,98108
July 16 2019,353566,Franz,Cat,Domestic Shorthair,,98105
July 16 2019,444980,Raj,Cat,Domestic Shorthair,,98136
July 16 2019,434270,Ariel,Cat,Domestic Shorthair,,98105
July 16 2019,S131908,Zoe,Cat,Russian Blue,,98103
July 16 2019,434727,Sundance,Cat,Domestic Shorthair,,98125
July 16 2019,S126410,Guy,Cat,Domestic Medium Hair,Mix,98103
July 16 2019,S131598,Lilly,Cat,Domestic Medium Hair,,98199
July 16 2019,345744,Snow White,Cat,Domestic Shorthair,,98177
July 16 2019,430326,Sophia,Cat,Domestic Shorthair,Mix,98107
July 16 2019,S102159,Hadley,Cat,Domestic Shorthair,,98146
July 16 2019,S131447,Chimera Tiara,Cat,Bengal,Mix,98102
July 16 2019,S131140,Vlad,Cat,Domestic Shorthair,,98125
July 16 2019,S133456,Mango,Cat,Domestic Longhair,Mix,98108
July 16 2019,8009764,Cinder,Cat,Mix,Mix,98144
July 16 2019,S126378,Tattinger,Cat,Domestic Shorthair,Mix,98117
July 16 2019,S151541,,Cat,Domestic Medium Hair,,98108
July 16 2019,8009765,Pepperoni,Cat,American Shorthair,Mix,98115
July 16 2019,437600,DeeCee,Cat,Domestic Shorthair,,98177
July 16 2019,S135146,,Cat,Domestic Medium Hair,Mix,98116
July 16 2019,832781,Charlotte,Cat,Domestic Shorthair,Mix,98119
July 16 2019,8009769,Pebbles,Cat,Domestic Shorthair,Mix,98116
July 16 2019,8009770,Bamm Bamm,Cat,Domestic Shorthair,Mix,98116
July 16 2019,8009771,Ragtime,Cat,American Shorthair,Mix,98102
July 16 2019,8009772,Walter,Cat,Maine Coon,Mix,98122
July 16 2019,353571,Piper,Cat,Domestic Medium Hair,,98122
July 16 2019,444997,Miri,Cat,Domestic Shorthair,Mix,98107
July 16 2019,8009779,Daphne,Cat,Maine Coon,,98115
July 16 2019,S116112,David McFatty,Cat,American Shorthair,,98144
July 16 2019,8009784,Mel,Cat,American Shorthair,Mix,98116
July 17 2019,8009787,Ambrose,Cat,Domestic Shorthair,Mix,98103
July 17 2019,8009788,Willow,Cat,Domestic Shorthair,Mix,98103
July 17 2019,434308,Memphis,Cat,Ragdoll,,98225
July 17 2019,434655,Summer,Cat,Ragdoll,,98225
July 17 2019,905827,Simon,Cat,Domestic Shorthair,,
July 17 2019,S117967,,Cat,Russian Blue,Domestic Shorthair,98107
July 17 2019,353080,Maybelle,Cat,LaPerm,,98146
July 17 2019,428717,Kittery,Cat,Domestic Medium Hair,,98125
July 17 2019,S147843,Chip,Cat,Domestic Shorthair,Mix,98115
July 17 2019,8009800,Stasi,Cat,Siberian,,98115
July 17 2019,S147846,Harvey,Cat,Domestic Shorthair,Mix,98119
July 17 2019,336886,Isabel,Cat,Burmese,Mix,98117
July 17 2019,434750,Rascal,Cat,Domestic Shorthair,,98199
July 17 2019,434749,Shadow,Cat,Domestic Shorthair,,98199
July 17 2019,S144976,Luke,Cat,Domestic Shorthair,Mix,98116
July 17 2019,351274,Charlie,Cat,Domestic Shorthair,,98199
July 17 2019,S152847,Nina,Cat,Domestic Shorthair,Mix,98119
July 17 2019,S152849,Callie,Cat,Ragdoll,,98118
July 17 2019,S152848,Chelo,Cat,Ragdoll,,98118
July 17 2019,S144707,Mr. Mustachio,Cat,American Shorthair,Domestic Shorthair,98105
July 17 2019,S134563,Loki,Cat,Domestic Shorthair,Mix,98115
July 17 2019,S134564,Crow,Cat,Domestic Shorthair,Mix,98115
July 17 2019,S145122,Raven,Cat,Domestic Shorthair,,98122
July 17 2019,S145121,Fate,Cat,Domestic Shorthair,,98122
July 17 2019,8009817,Bran,Cat,Maine Coon,Mix,98118
July 17 2019,8009819,Rhys,Cat,Mix,Mix,98118
July 17 2019,8009820,King,Cat,Domestic Shorthair,Mix,98104
July 17 2019,S126319,Pai,Cat,Domestic Shorthair,Mix,98107
July 17 2019,S145927,Yuki,Cat,Domestic Shorthair,Siamese,98103
July 17 2019,433057,Morgan,Cat,American Shorthair,Mix,98122
July 17 2019,8009822,Daisy,Cat,Domestic Shorthair,Mix,98105
July 17 2019,S135131,female,Cat,Domestic Shorthair,Mix,98106
July 17 2019,S134528,Dustin,Cat,Domestic Shorthair,Mix,98115
July 18 2019,S131057,Charles,Cat,Domestic Medium Hair,Mix,98133
July 18 2019,S131056,Barkley,Cat,Domestic Medium Hair,Mix,98133
July 18 2019,353356,Fiona,Cat,Domestic Shorthair,Mix,98102
July 18 2019,8009835,Morticia,Cat,Burmese,Mix,98125
July 18 2019,S116189,Kitty,Cat,Domestic Medium Hair,Mix,98103
July 18 2019,428266,Eliza,Cat,Domestic Shorthair,,98112
July 18 2019,S148514,Siggy,Cat,Domestic Shorthair,Mix,98103
July 18 2019,433077,Finnigan,Cat,Ragdoll,Maine Coon,98119
July 18 2019,445463,Evangeline,Cat,American Shorthair,Siamese,98119
July 18 2019,429590,Mifune,Cat,Siamese,,98115
July 18 2019,S116433,Atticus,Pig,Pot-Bellied,,98115
July 18 2019,434278,Fiona,Cat,Domestic Medium Hair,,98105
July 18 2019,429350,Scooter,Cat,LaPerm,,98117
July 18 2019,733130,Nina,Cat,Domestic Shorthair,,98199
July 18 2019,S135162,,Cat,Domestic Shorthair,Mix,98109
July 18 2019,427772,Coquette,Cat,Domestic Shorthair,,98103
July 18 2019,85552,Kiki,Cat,Domestic Shorthair,,98144
July 18 2019,85553,Keely,Cat,Domestic Shorthair,,98144
July 18 2019,443823,Ginger,Cat,Domestic Shorthair,,98107
July 18 2019,443822,Archie,Cat,Domestic Shorthair,,98107
July 18 2019,S130350,Lucky,Cat,Domestic Shorthair,,98125
July 18 2019,S117552,Clyde,Cat,Domestic Shorthair,,98117
July 18 2019,S145454,Pepe,Cat,Domestic Shorthair,,98117
July 18 2019,422498,Koko,Cat,Domestic Medium Hair,,98125
July 19 2019,8009858,Plato,Cat,Domestic Longhair,Mix,98125
July 19 2019,8009859,Socrates,Cat,Domestic Shorthair,Mix,98125
July 19 2019,353549,Agori,Cat,Domestic Longhair,Maine Coon,98125
July 19 2019,S131635,Squeaks,Cat,Domestic Shorthair,Mix,98117
July 19 2019,284721,Simon,Cat,Domestic Shorthair,,98112
July 19 2019,8009867,Lou Reed,Cat,Persian,Mix,98112
July 19 2019,8009868,Jose,Cat,American Shorthair,,98607
July 19 2019,S148515,Willow,Cat,Domestic Shorthair,Mix,98117
July 19 2019,8009872,Bello,Cat,American Shorthair,Mix,98117
July 19 2019,8009873,Eddie,Cat,Siamese,Mix,98109
July 19 2019,S142586,Minerva,Cat,Domestic Shorthair,Mix,98102
July 19 2019,430975,Deneba,Cat,Domestic Shorthair,,98107
July 19 2019,8009879,Ellie,Cat,Domestic Longhair,Mix,98121
July 19 2019,S148517,Oakley,Cat,Domestic Shorthair,Mix,98117
July 19 2019,S148518,Kaylie,Cat,Domestic Longhair,Mix,98119
July 19 2019,730995,Gypsy Rose,Cat,Domestic Shorthair,,98115
July 19 2019,S150624,Scout,Cat,Domestic Medium Hair,Mix,98115
July 19 2019,S150625,Nani,Cat,Domestic Shorthair,Mix,98105
July 19 2019,S150626,Swizzle,Cat,Domestic Shorthair,Mix,98103
July 19 2019,S150628,Fendi,Cat,American Shorthair,Mix,98105
July 19 2019,S148520,Audrey,Cat,Domestic Medium Hair,Mix,98109
July 19 2019,S150630,Baby,Cat,Domestic Shorthair,Mix,98107
July 19 2019,S150631,Boo,Cat,Domestic Medium Hair,Mix,98117
July 19 2019,S148521,Mowgliy,Cat,Siamese,Mix,98199
July 19 2019,S134516,Apple Fritter,Cat,Domestic Shorthair,Mix,98122
July 19 2019,S134517,Maple Bar,Cat,Domestic Shorthair,Mix,98122
July 19 2019,731343,Brie,Cat,LaPerm,,98102
July 19 2019,434049,LuuLuu,Cat,Domestic Shorthair,,98117
July 20 2019,S144130,Frankie,Cat,Domestic Shorthair,,98109
July 20 2019,430692,Darla,Cat,Domestic Shorthair,,98108
July 20 2019,434651,Kima,Cat,Domestic Shorthair,,98103
July 20 2019,S147848,Cia,Cat,Siamese,Mix,98104
July 20 2019,434240,Nemesis,Cat,Domestic Medium Hair,,98107
July 20 2019,434243,Archimedes,Cat,Domestic Medium Hair,,98107
July 20 2019,S147074,Pixie,Cat,Pixie-Bob,,98106
July 20 2019,349052,Enzo,Cat,Domestic Shorthair,,98133
July 20 2019,732619,Spike,Cat,Domestic Shorthair,,98107
July 20 2019,732660,Girl Scout,Cat,Domestic Medium Hair,,98107
July 20 2019,8009894,Leo,Cat,Domestic Shorthair,,98133
July 20 2019,S147850,Yavie,Cat,Domestic Shorthair,Mix,98109
July 20 2019,434097,JoJo3,Cat,Domestic Shorthair,,98117
July 20 2019,S147851,Twinkie,Cat,Domestic Shorthair,Mix,98102
July 20 2019,434474,Loki,Cat,Pixie-Bob,,98117
July 20 2019,S133130,Kallie,Cat,Domestic Shorthair,,98144
July 20 2019,S147854,Namu,Cat,Domestic Shorthair,Mix,98101
July 20 2019,S147853,Komu,Cat,Domestic Shorthair,Mix,98101
July 20 2019,S134501,Penny,Cat,Domestic Shorthair,Mix,98125
July 20 2019,S144429,Khloe,Cat,Domestic Longhair,,98109
July 21 2019,8009913,Mischief,Cat,American Shorthair,Mix,98109
July 21 2019,S147459,Luna,Cat,American Shorthair,,98115
